Key,Text
"LOC_LTP_90","Change reference time to Next Launch Window"
"LOC_LTP_91","Next Window"
"LOC_LTP_92","Change reference time to the Launch Now Window"
"LOC_LTP_93","Launch Easterly at this time to get into the required parking orbit"
"LOC_LTP_94","Warp Margin (sec)"
"LOC_LTP_95","The time difference from the launch window that the warp will stop at"
"LOC_LTP_96","warpMargin"
"LOC_LTP_97","Window Number"
"LOC_LTP_98","UT"
"LOC_LTP_99","Warp Margin"
"LOC_LTP_100","Latitude"
"LOC_LTP_101","Longitude"
"LOC_LTP_102","Flight Time"
"LOC_LTP_103","Required delta-V"
"LOC_LTP_104","m/s"
"LOC_LTP_105","Parking Orbit Altitude"
"LOC_LTP_106","km"
"LOC_LTP_107","Launch Inclination"
"LOC_LTP_108","Launch Azimuth"
"LOC_LTP_109","Phasing Time"
"LOC_LTP_110","Phasing Angle"
"LOC_LTP_111","Parking Orbit LAN"
"LOC_LTP_112","Parking Orbit AoP"
"LOC_LTP_113","Special Warp Active"
"LOC_LTP_114","Stop Warp"
"LOC_LTP_115","Warp"
"LOC_LTP_116","Warp to the Next Window, taking into account the Warp Margin"
"LOC_LTP_117","Special Warp"
"LOC_LTP_118","See the settings for an in-depth explanation, this CANNOT be halted once started"
"LOC_LTP_119","specialWarpActive"
"LOC_LTP_120","Show Manual Orbit"
"LOC_LTP_121","Show Manual Target Orbit in Map View"
"LOC_LTP_122","Show Phasing Angle"
"LOC_LTP_123","Show Phasing Angle for the Next Launch Window in Map View"
"LOC_LTP_124","The Parking Orbit needs to be enabled for this to be shown"
"LOC_LTP_125","RendererButtons"
"LOC_LTP_126","targetLaunchInclination"
"LOC_LTP_127","Reset"
"LOC_LTP_128","Reset all windows and caches"
"LOC_LTP_129","Use Unity Skin"
"LOC_LTP_130","useAltSkin"
"LOC_LTP_131","Select an orbit to target manually"
"LOC_LTP_132","manualOrbitStates"
"LOC_LTP_133","<b><i>TOGGLE THIS TO GET OUT OF ERROR</i></b>"
"LOC_LTP_134","Target an orbiting Vessel instead of an orbiting Moon"
"LOC_LTP_135","Display raw seconds instead of time formatted into days, hours, minutes, and seconds"
"LOC_LTP_136","useAltBehavior"
"LOC_LTP_137","Use Kerbal Alarm Clock instead of the stock Alarm Clock"
"LOC_LTP_138","<b>Special Warp</b>: Change the ""Warp"" button to use 3 warps to avoid overshooting/undershooting the launch window due to perturbations of the target's orbit. It CANNOT be halted once started."
"LOC_LTP_139","Only visible when Principia is installed, and only activates when the next window is more than 1 sidereal day away"
"LOC_LTP_140","Show Extra Window"
"LOC_LTP_141","expandExtraWindow"
"LOC_LTP_142","Change the ""Add Alarm"" button to set an alarm based on the extra launch window instead of the next launch window"
"LOC_LTP_143","Extra Window Number"
"LOC_LTP_144","extraWindowNumber"
"LOC_LTP_145","Target Phasing Angle (degrees)"
"LOC_LTP_146","targetPhasingAngle"
"LOC_LTP_147","targetPhasingTime"
"LOC_LTP_148","Search for Closest Window"
"LOC_LTP_149","Shown Decimal Places of Precision"
"LOC_LTP_150","This is only visual, and editable text fields will not be effected"
"LOC_LTP_151","decimals"
"LOC_LTP_152","90� is the default, which is directly east. Range is 0� to 360�, where 0� and 180� are North and South respectively."
"LOC_LTP_153","Target Launch Azimuth"
"LOC_LTP_154"," Changing the Target Launch Azimuth may not change the launch window time, this is normal and expected."
"LOC_LTP_155","targetLaunchAzimuth"
"LOC_LTP_156","Target Launch Inclination"
"LOC_LTP_157"," Changing the Target Launch Inclination may not change the launch window time, this is normal and expected."
"LOC_LTP_158","Hover over select text for tooltips"
"LOC_LTP_159","Use radians instead of degrees"
"LOC_LTP_160","useRadians"
"LOC_LTP_161","useCenterDistance"
"LOC_LTP_162","Switch between manual target modes"
"LOC_LTP_163","apoapsis"
"LOC_LTP_164","periapsis"
"LOC_LTP_165","period"
"LOC_LTP_166","Eccentricity"
"LOC_LTP_167","Ranges from 0 to 1"
"LOC_LTP_168","eccentricity"
"LOC_LTP_169","SMA"
"LOC_LTP_170","Ap + Pe"
"LOC_LTP_171","Eccentricity, period, and SMA are calculated automatically"
"LOC_LTP_172","manualTargetMode"
"LOC_LTP_173","Ecc + SMA"
"LOC_LTP_174","Apoapsis, periapsis, and period are calculated automatically"
"LOC_LTP_175","Ecc + Period"
"LOC_LTP_176","Apoapsis, periapsis, and SMA are calculated automatically"
"LOC_LTP_177","Ap + Ecc"
"LOC_LTP_178","Periapsis, period, and SMA are calculated automatically"
"LOC_LTP_179","Pe + Ecc"
"LOC_LTP_180","Apoapsis, period, and SMA are calculated automatically"
"LOC_LTP_181","Ap + Period"
"LOC_LTP_182","Periapsis, eccentricity, and SMA are calculated automatically"
"LOC_LTP_183","Pe + Period"
"LOC_LTP_184","Apoapsis, eccentricity, and SMA are calculated automatically"
"LOC_LTP_185","Ap + SMA"
"LOC_LTP_186","Periapsis, eccentricity, and period are calculated automatically"
"LOC_LTP_187","Pe + SMA"
"LOC_LTP_188","Apoapsis, eccentricity, and period are calculated automatically"
"LOC_LTP_189","MNA"
"LOC_LTP_190","Reset to Last Saved Orbit"
"LOC_LTP_191","Error!"
"LOC_LTP_192","Saved orbit is not valid for this celestial body! A new saved orbit must be set."
"LOC_LTP_193","principia.ksp_plugin_adapter.ExternalInterface"
"LOC_LTP_194","Get"
"LOC_LTP_195","Parking Orbit Insertion"
"LOC_LTP_196","This is the point directly above the launch site"
"LOC_LTP_197","Transfer Maneuver Execution"
"LOC_LTP_198","According to the phasing angle, this is where the transfer maneuver needs to be executed"
"LOC_LTP_199","LTPTooltip"
